profile_id,point_id,x_utm_m,y_utm_m,source_elevation_m,elevation_m,elevation_source,crs,source_file
profile_05,profile_05_point_01,617611.537000,4613604.949000,206.430000,206.430000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_02,617612.378000,4613609.516000,204.700000,204.700000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_03,617612.960000,4613614.634000,205.030000,205.030000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_04,617612.661000,4613617.628000,205.000000,205.000000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_05,617612.881000,4613624.517000,205.000000,205.000000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_06,617612.827000,4613627.848000,205.000000,205.000000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_07,617612.815000,4613633.622000,205.910000,205.910000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_08,617613.474000,4613639.186000,205.910000,205.910000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_09,617613.549000,4613644.740000,206.080000,206.080000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_10,617613.545000,4613650.071000,206.080000,206.080000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_11,617613.715000,4613654.960000,207.080000,207.080000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_12,617613.642000,4613659.401000,207.460000,207.460000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_13,617614.085000,4613662.851000,209.230000,209.230000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_14,617614.020000,4613666.848000,209.230000,209.230000,provided_in_source,EPSG:26915,location_line 5.txt
profile_05,profile_05_point_15,617613.896000,4613669.289000,209.230000,209.230000,provided_in_source,EPSG:26915,location_line 5.txt
